,GLC_CHEM_mu=0.11_V,GLC_CHEM_mu=0.11_V,GLC_CHEM_mu=0.12_S,GLC_CHEM_mu=0.12_S,GLC_CHEM_mu=0.20_S,GLC_CHEM_mu=0.20_S,GLC_CHEM_mu=0.21_P,GLC_CHEM_mu=0.21_P,GLC_CHEM_mu=0.21_V,GLC_CHEM_mu=0.21_V,GLC_CHEM_mu=0.22_P,GLC_CHEM_mu=0.22_P,GLC_CHEM_mu=0.26_P,GLC_CHEM_mu=0.26_P,GAL_BATCH_mu=0.26_S,GAL_BATCH_mu=0.26_S,ACE_BATCH_mu=0.3_S,ACE_BATCH_mu=0.3_S,GLC_CHEM_mu=0.31_P,GLC_CHEM_mu=0.31_P,GLC_CHEM_mu=0.31_V,GLC_CHEM_mu=0.31_V,GLC_CHEM_mu=0.35_S,GLC_CHEM_mu=0.35_S,GLC_CHEM_mu=0.36_P,GLC_CHEM_mu=0.36_P,PYR_BATCH_mu=0.40_S,PYR_BATCH_mu=0.40_S,GLC_CHEM_mu=0.40_V,GLC_CHEM_mu=0.40_V,GLC_CHEM_mu=0.41_P,GLC_CHEM_mu=0.41_P,FUM_BATCH_mu=0.42_S,FUM_BATCH_mu=0.42_S,SUCC_BATCH_mu=0.44_S,SUCC_BATCH_mu=0.44_S,GLC_CHEM_mu=0.46_P,GLC_CHEM_mu=0.46_P,GAM_BATCH_mu=0.46_S,GAM_BATCH_mu=0.46_S,GLYC_BATCH_mu=0.47_S,GLYC_BATCH_mu=0.47_S,MAN_BATCH_mu=0.47_S,MAN_BATCH_mu=0.47_S,GLC_CHEM_mu=0.49_V,GLC_CHEM_mu=0.49_V,GLC_CHEM_mu=0.50_S,GLC_CHEM_mu=0.50_S,GLC_CHEM_mu=0.51_replicate1_P,GLC_CHEM_mu=0.51_replicate1_P,GLC_CHEM_mu=0.51_replicate2_P,GLC_CHEM_mu=0.51_replicate2_P,GLC+SALTS_BATCH_mu=0.55_S,GLC+SALTS_BATCH_mu=0.55_S,XYL_BATCH_mu=0.55_S,XYL_BATCH_mu=0.55_S,FUM_BATCH_mu=0.55_H,FUM_BATCH_mu=0.55_H,GLC_BATCH_mu=0.58_S,GLC_BATCH_mu=0.58_S,GLC_BATCH_mu=0.6_H,GLC_BATCH_mu=0.6_H,GLC@pH6_BATCH_mu=0.63_S,GLC@pH6_BATCH_mu=0.63_S,FRU_BATCH_mu=0.65_S,FRU_BATCH_mu=0.65_S,GLC@42deg_BATCH_mu=0.66_S,GLC@42deg_BATCH_mu=0.66_S,GLC_BATCH_mu=0.67_S,GLC_BATCH_mu=0.67_S,GLC_BATCH_mu=1.03_S,GLC_BATCH_mu=1.03_S
bound,maximum,minimum,maximum,minimum,maximum,minimum,maximum,minimum,maximum,minimum,maximum,minimum,maximum,minimum,maximum,minimum,maximum,minimum,maximum,minimum,maximum,minimum,maximum,minimum,maximum,minimum,maximum,minimum,maximum,minimum,maximum,minimum,maximum,minimum,maximum,minimum,maximum,minimum,maximum,minimum,maximum,minimum,maximum,minimum,maximum,minimum,maximum,minimum,maximum,minimum,maximum,minimum,maximum,minimum,maximum,minimum,maximum,minimum,maximum,minimum,maximum,minimum,maximum,minimum,maximum,minimum,maximum,minimum,maximum,minimum,maximum,minimum
GUAtpp_reverse,-7.11016204206396E-014,0,-3.18260436632002E-014,-3.02922587604869E-028,1.44285819757579E-013,0,-1.70839766209011E-014,-1.51461293802434E-028,-1.70839766209011E-014,-1.51461293802434E-028,2.73131199868218E-014,9.08767762814606E-028,-2.51890366573448E-014,0,-2.33257606339681E-013,0,4.86666991991561E-013,5.04870979341448E-028,-5.30039394440481E-013,0,-5.30039394440481E-013,0,-1.35025166400127E-013,0,-1.89385692614277E-013,-1.0097419586829E-028,1.51400131740955E-013,-4.54383881407303E-028,1.32402993759058E-013,6.31088724176809E-029,2.12205416888423E-013,0,1.02782372356088E-013,-2.52435489670724E-029,-1.16289364305828E-013,1.26217744835362E-028,4.07310862982781E-013,2.14570166220115E-028,5.34236687189157E-013,0,-2.50161394079277E-013,0,1.56400931448608E-013,-7.06819371078027E-028,-2.32470714399985E-013,-3.78653234506086E-028,-1.37280424822072E-013,2.24036497082767E-028,-9.8199743230325E-014,1.26217744835362E-028,-9.8199743230325E-014,1.26217744835362E-028,-2.45464719486752E-014,-3.14755501183184E-028,2.38470746800026E-013,-1.94375327046457E-027,3.24333887520053E-013,0,-1.75248242326345E-013,6.81575822110954E-028,5.44672736275162E-013,1.66607423182678E-027,1.24157886995202E-013,0,-1.65394205466804E-013,0,-4.81106195572856E-013,0,-6.13286487684923E-014,3.53409685539013E-028,4.63399338354921E-013,1.11071615455118E-027
EX_dmso_e,-1.45402622067085E-013,0,-8.36302470779258E-014,0,2.87110568667517E-013,0,-3.5226134562148E-014,0,-3.5226134562148E-014,0,6.85499979535715E-014,0,-6.32544919959964E-014,0,-4.65143913771601E-013,0,0,-4.46799967738015E-013,2.3062215984838E-014,0,2.3062215984838E-014,0,-2.63374460414161E-013,0,-3.94167056077849E-013,0,3.6156141914541E-013,0,3.22712195558504E-013,0,3.96849547190526E-013,0,2.02365697782041E-013,0,-2.38165405566038E-013,0,8.69360925250011E-013,0,1.10149184151034E-012,0,-4.99373894417194E-013,0,3.04445699913436E-013,0,-4.38542406942554E-013,0,-2.61569505532554E-013,0,-1.16765270572459E-013,0,-1.16765270572459E-013,0,-7.54867615843376E-014,0,1.56987300592786E-013,0,6.51097255268211E-013,0,-3.50482715285099E-013,0,1.09420790245349E-012,0,2.44488974002398E-013,0,-2.63370009343028E-013,0,-9.76428305612224E-013,0,-1.26343540877722E-013,0,9.20630000029269E-013,0
HEXt2rpp,-7.28614973870181E-014,0,-3.5376372097221E-014,0,1.44278880863675E-013,0,-1.7090915514805E-014,0,-1.7090915514805E-014,0,3.44150778974709E-014,0,-2.87495565917872E-014,0,-2.31676839572197E-013,0,4.86673930885465E-013,0,-5.04422949372353E-013,0,-5.04422949372353E-013,0,-1.35026901123603E-013,0,-1.89381355805588E-013,0,1.44292535979009E-013,0,1.32392585418203E-013,0,2.01556816831139E-013,0,9.0106251516422E-014,0,-1.16303242093635E-013,0,3.63155385097615E-013,0,4.77119008546798E-013,0,-2.49083805540043E-013,0,1.38638230416344E-013,0,-2.32474183846937E-013,0,-9.31232122134291E-014,0,-9.81997432303248E-014,0,-9.81997432303248E-014,0,-3.16492972210623E-014,0,2.42019123670136E-013,0,3.25353471243058E-013,0,-1.75239568708965E-013,0,5.50993201259883E-013,0,1.24168295336057E-013,0,-1.61829348723672E-013,0,-4.81099256678952E-013,0,-6.13230109171954E-014,0,4.56269624868657E-013,0
ANHMK,-4.29667081375683E-015,-2.95822839457879E-031,-1.35626497626531E-015,3.99360833268137E-030,6.84858461195237E-015,3.00753220115511E-030,1.25195146714489E-015,0,1.25195146714489E-015,0,-5.15005581669672E-015,0,-5.03177901524384E-015,5.9657605957339E-030,-6.45792557702629E-015,7.39557098644699E-031,9.06086977973834E-015,-1.04524069941784E-029,-4.34131289480273E-015,3.78653234506086E-029,-4.34131289480273E-015,3.78653234506086E-029,2.99959979327795E-015,-8.38164711797325E-030,-5.45486293511285E-015,0,3.35996141871751E-014,0,5.99370617432253E-015,0,6.55538612820584E-015,6.11367201546284E-030,-6.75094415064505E-015,0,1.77729767726729E-014,0,3.99796169759067E-015,0,8.44673441136582E-015,-4.28943117213925E-030,-3.77518645346109E-015,1.72563323017096E-030,7.74481448980948E-016,0,-5.99036400730763E-015,-6.16297582203915E-033,4.74801754760604E-015,3.08148791101958E-033,5.53607548167421E-015,0,5.53607548167421E-015,0,1.90669157947112E-014,0,2.77964895227798E-014,6.16297582203915E-033,1.81385256166664E-014,8.72677376400744E-030,-7.48547740589585E-015,0,1.34345825514859E-014,3.13572209825352E-029,-1.02317257233999E-014,3.94430452610506E-030,-9.25100684995638E-015,-7.88860905221012E-031,4.38951539337861E-015,1.38050658413677E-030,-1.42543268271332E-014,7.88860905221012E-030,3.06998330339849E-014,0
DIMPtex,-7.1875198670708E-014,0,-3.41429837058017E-014,0,1.40962740098911E-013,0,-1.7732112679613E-014,0,-1.7732112679613E-014,0,3.64544621839161E-014,0,-2.87387145700623E-014,0,-2.36159365034121E-013,0,4.86666991991561E-013,0,-5.06693282951691E-013,-3.02922587604869E-028,-5.06693282951691E-013,-3.02922587604869E-028,-1.33736266857476E-013,0,-1.85087915202545E-013,0,1.48490566790872E-013,0,1.31836172863283E-013,0,1.96909431652625E-013,0,1.02344246258187E-013,0,-1.16289364305828E-013,0,4.09837921406411E-013,0,5.22016427662639E-013,0,-2.47577957142678E-013,0,1.43284253565878E-013,0,-2.22134005426407E-013,0,-1.24438402454687E-013,0,-8.24605225938883E-014,0,-8.24605225938883E-014,0,-3.3910509271998E-014,0,2.50760395265583E-013,0,3.32827527339304E-013,0,-1.76749645494803E-013,0,5.41815429869793E-013,0,1.22216406164932E-013,0,-1.54877444393695E-013,0,-4.89239012909104E-013,0,-7.09056233984912E-014,0,4.70504765712522E-013,0
CBMKr,0.06685184,0.06685184,0.07292928,0.07292928,0.1215488,0.1215488,0.12762624,0.12762624,0.12762624,0.12762624,0.13370368,0.13370368,0.15801344,0.15801344,0.15801344,0.15801344,0.1823232,0.1823232,0.18840064,0.18840064,0.18840064,0.18840064,0.2127104,0.2127104,0.21878784,0.21878784,0.2430976,0.2430976,0.2430976,0.2430976,0.24917504,0.24917504,0.25525248,0.25525248,0.26740736,0.26740736,0.27956224,0.27956224,0.27956224,0.27956224,0.28563968,0.28563968,0.28563968,0.28563968,0.29779456,0.29779456,0.303872,0.303872,0.30994944,0.30994944,0.30994944,0.30994944,0.3342592,0.3342592,0.3342592,0.3342592,0.3342592,0.3342592,0.35249152,0.35249152,0.3646464,0.3646464,0.38287872,0.38287872,0.3950336,0.3950336,0.40111104,0.40111104,0.40718848,0.40718848,0.62597632,0.62597632
ARAI,-1.45407247996354E-013,0,2.14559527728072E-013,0,1.88617552604855E-013,0,-8.32168061663778E-014,-3.78653234506086E-029,-8.32168061663778E-014,-3.78653234506086E-029,6.85499979535715E-014,6.05845175209737E-028,-3.07718739831774E-013,0,-2.40707809988132E-013,0,4.84564723979112E-013,-1.76704842769507E-028,-1.06791965598315E-012,-2.01948391736579E-028,-1.06791965598315E-012,-2.01948391736579E-028,-1.30613764600719E-013,0,-2.58000763130033E-013,0,1.55696174429211E-013,0,3.22712195558504E-013,-1.79229197666214E-027,2.05555913374378E-013,0,1.01650356867796E-013,0,-1.12348072568408E-013,0,1.21684058465501E-012,-5.70475682871691E-030,5.5448351223902E-013,7.88860905221012E-029,-7.29430164895255E-013,0,1.19027863112176E-013,0,-1.96304332011082E-013,0,-1.26972198251129E-013,0,-9.24578085248414E-014,0,-9.24578085248414E-014,0,-7.54867615843376E-014,-7.28907476424215E-028,2.51081319108639E-013,0,3.31899883960526E-013,0,4.35895734528371E-013,0,5.39127692684202E-013,0,2.44488974002398E-013,0,-2.63411642706451E-013,0,-9.76444062542625E-013,0,8.46070690201592E-014,0,1.86062879365485E-013,0
INSt2rpp,-7.38138605753293E-014,0,-3.40094099981515E-014,0,1.44278880863675E-013,0,-1.88672723542053E-014,0,-1.88672723542053E-014,0,3.44150778974709E-014,0,-3.00401908579139E-014,0,-2.32884207111477E-013,0,5.05950178150519E-013,0,-8.51183568163033E-014,0,-8.51183568163033E-014,0,-1.35033840017507E-013,0,-1.81845717025944E-013,0,1.5139796333661E-013,0,1.30963173273998E-013,0,1.99169837328195E-013,0,7.36033477082029E-014,0,-1.18544504824597E-013,0,4.09865243301157E-013,0,5.02410929881845E-013,0,-2.45288555835258E-013,0,1.49976383055328E-013,0,-2.1143545753029E-013,0,-1.26371616243392E-013,0,-8.55848341130213E-014,0,-8.55848341130213E-014,0,-3.80330796126569E-014,0,2.45141625926895E-013,0,3.28586995802279E-013,0,-1.72394622208363E-013,0,5.39724437559938E-013,0,1.25098107119181E-013,0,-1.61107703757665E-013,0,-4.91188408415233E-013,0,-7.56310101470521E-014,0,4.62930963016408E-013,0
EX_f6p_e,-3.76587522327135E-014,0,8.79033477297283E-015,0,2.70059562328053E-014,0,-2.92647377466408E-015,0,-2.92647377466408E-015,0,6.06267777830379E-014,0,5.47119805004558E-014,0,-2.61764241932654E-014,0,-1.21186030906774E-016,0,-2.06837184543547E-014,0,-2.06837184543547E-014,0,2.48931470570792E-014,0,-1.19794287669199E-013,0,3.84621989058027E-014,0,1.5333810843376E-013,0,9.62026100269174E-014,0,5.55278311108431E-016,0,4.7078389145285E-015,0,2.92960382678623E-014,0,3.39832670100988E-013,0,-1.92256892271921E-013,0,6.40009037978505E-015,0,-4.1400560648494E-014,0,-9.74006193949512E-015,0,-8.70193550977491E-015,0,-8.70193550977491E-015,0,1.53858676727182E-014,0,1.74949826114096E-013,0,3.35475792890289E-014,0,-1.99152320130951E-014,0,1.03705916747028E-013,0,-3.16381907184283E-014,0,-3.46060958031384E-014,0,-2.42470598922956E-013,0,-2.72198116924825E-014,0,1.74412227468027E-013,0
DCAtex,-7.1875198670708E-014,0,-3.59193405452019E-014,0,1.40962740098911E-013,0,-1.7732112679613E-014,0,-1.7732112679613E-014,0,3.64544621839161E-014,0,-2.87387145700623E-014,0,-2.36159365034121E-013,0,4.86666991991561E-013,5.04870979341448E-028,-2.73431505282411E-013,0,-2.73431505282411E-013,0,-1.36130022623998E-013,0,-1.85087915202545E-013,0,1.48490566790872E-013,0,1.31836172863283E-013,0,1.96909431652625E-013,0,1.02344246258187E-013,0,-1.16289364305828E-013,0,4.09837921406411E-013,0,5.20981014587915E-013,0,-2.47577957142678E-013,0,1.43284253565878E-013,0,-2.22134005426407E-013,0,-1.24438402454687E-013,0,-8.24605225938883E-014,0,-8.24605225938883E-014,0,-3.3910509271998E-014,0,2.50760395265583E-013,0,3.29274813660504E-013,8.83524213847533E-029,-1.76749645494803E-013,0,5.41815429869793E-013,0,1.22216406164932E-013,0,-1.54877444393695E-013,0,-4.89239012909104E-013,0,-7.14338466969262E-014,0,4.70504765712522E-013,0
ASNt2rpp,-7.37982480640456E-014,0,-3.40846211028579E-014,0,1.44515453777711E-013,0,-1.73661199074998E-014,0,-1.73661199074998E-014,0,3.43848659263082E-014,0,-2.98926004490526E-014,0,-2.81155418700783E-013,0,4.86666991991561E-013,0,-3.71226139568317E-014,0,-3.71226139568317E-014,0,-1.34353665784598E-013,0,-1.92834614263853E-013,0,1.55595994148473E-013,0,1.58755611763491E-013,0,1.96909431652625E-013,0,1.02344246258187E-013,0,-1.16289364305828E-013,0,4.32801106579219E-013,0,5.20981014587915E-013,0,-2.51252535145666E-013,0,1.45993457954485E-013,0,-2.18581291747607E-013,0,-1.24438402454687E-013,0,-5.40388131634842E-014,0,-5.40388131634842E-014,0,-3.26446625780397E-014,0,2.41033800735781E-013,0,3.25297960091827E-013,0,-1.72411210501602E-013,0,5.41815429869793E-013,0,1.22216406164932E-013,0,-1.67533119512683E-013,0,-4.89239012909104E-013,0,-7.11950105108548E-014,0,4.64327984620709E-013,0
MECDPS,0.00072886,0.00072886,0.00079512,0.00079512,0.0013252,0.0013252,0.00139146,0.00139146,0.00139146,0.00139146,0.00145772,0.00145772,0.00172276,0.00172276,0.00172276,0.00172276,0.0019878,0.0019878,0.00205406,0.00205406,0.00205406,0.00205406,0.0023191,0.0023191,0.00238536,0.00238536,0.0026504,0.0026504,0.0026504,0.0026504,0.00271666,0.00271666,0.00278292,0.00278292,0.00291544,0.00291544,0.00304796,0.00304796,0.00304796,0.00304796,0.00311422,0.00311422,0.00311422,0.00311422,0.00324674,0.00324674,0.003313,0.003313,0.00337926,0.00337926,0.00337926,0.00337926,0.0036443,0.0036443,0.0036443,0.0036443,0.0036443,0.0036443,0.00384308,0.00384308,0.0039756,0.0039756,0.00417438,0.00417438,0.0043069,0.0043069,0.00437316,0.00437316,0.00443942,0.00443942,0.00682478,0.00682478
NACtex,-7.40717716257355E-014,0,-3.65332919423494E-014,0,1.44686775720414E-013,0,-1.9605720548061E-014,6.05845175209737E-028,-1.9605720548061E-014,6.05845175209737E-028,3.65256271392873E-014,0,-3.36628559056304E-014,0,-2.3506358222718E-013,0,4.6978241298033E-013,0,-1.32291311733735E-013,0,-1.32291311733735E-013,0,-1.29565147552896E-013,0,-1.7887692033241E-013,0,1.5397623210168E-013,0,1.36459152905004E-013,5.04870979341448E-029,1.94515621252478E-013,0,9.59871613921776E-014,0,-1.12992626948303E-013,0,4.01023030365869E-013,3.21855249330173E-028,5.21554035341348E-013,0,-2.46686593032063E-013,0,1.46575725343087E-013,0,-2.18244105718997E-013,0,-1.32377509708646E-013,0,-8.72352591760219E-014,0,-8.72352591760219E-014,0,-3.61989602084516E-014,0,2.47788721624644E-013,0,3.28370764596229E-013,0,-1.72727839040582E-013,0,5.41773849869446E-013,0,1.24573659046592E-013,0,-1.66646347167676E-013,0,-4.93273639206981E-013,0,-7.37493501716492E-014,0,4.64629530043998E-013,8.07793566946316E-028
ACALDtex,-7.27135037904738E-014,0,-3.35171822118431E-014,0,1.43193431858691E-013,0,-1.58952370301973E-014,0,-1.58952370301973E-014,0,3.78285529122695E-014,0,-3.08832664672386E-014,0,-2.32620529143128E-013,0,4.85643505140735E-013,0,3.81409857940667E-015,0,3.81409857940667E-015,0,-1.33120440023504E-013,0,-1.86681712724889E-013,0,1.51517659256453E-013,0,1.31345246119581E-013,0,1.99683315477084E-013,0,1.13460354292246E-013,0,-1.15948491142798E-013,0,4.04551514243697E-013,0,5.26520637168013E-013,0,-2.50936815473038E-013,0,1.52015225240687E-013,0,-2.15539813274451E-013,0,-1.2354401697755E-013,0,-8.87298877749678E-014,0,-8.87298877749678E-014,0,-3.35781064384411E-014,0,2.49941605784922E-013,0,3.21138093196434E-013,0,-1.78963125545095E-013,0,5.50603322158657E-013,0,1.21946981925069E-013,0,-1.5628517249445E-013,0,-4.85697574932898E-013,0,-7.95618935436156E-014,0,4.58538507649963E-013,0
GLYCtpp_reverse,0.00070554,0.00070554,0.00076968,0.00076968,0.0012828,0.0012828,0.00134694,0.00134694,0.00134694,0.00134694,0.00141108,0.00141108,0.00166764,0.00166764,0.00166764,0.00166764,0.0019242,0.0019242,0.00198834,0.00198834,0.00198834,0.00198834,0.0022449,0.0022449,0.00230904,0.00230904,0.0025656,0.0025656,0.0025656,0.0025656,0.00262974,0.00262974,0.00269388,0.00269388,0.00282216,0.00282216,0.00295044,0.00295044,0.00295044,0.00295044,8.4988324021,8.4988324021,0.00301458,0.00301458,0.00314286,0.00314286,0.003207,0.003207,0.00327114,0.00327114,0.00327114,0.00327114,0.0035277,0.0035277,0.0035277,0.0035277,0.0035277,0.0035277,0.00372012,0.00372012,0.0038484,0.0038484,0.00404082,0.00404082,0.0041691,0.0041691,0.00423324,0.00423324,0.00429738,0.00429738,0.00660642,0.00660642
GALCTt2rpp_reverse,-7.465867090813E-014,0,-3.53139220520875E-014,0,1.44396842060042E-013,1.26168441028786E-028,-1.90268669139951E-014,0,-1.90268669139951E-014,0,3.36364038971914E-014,0,-3.19414477875848E-014,0,-2.80595103018041E-013,0,4.86666991991561E-013,5.3011452830852E-028,-3.42425861349839E-013,0,-3.42425861349839E-013,0,-1.32265221349848E-013,0,-1.82280265256676E-013,7.57306469012171E-029,1.46787068337464E-013,4.69372238606502E-029,1.32402993759058E-013,2.52435489670724E-029,1.99770919012621E-013,-1.55247826147495E-027,9.01693114252802E-014,0,-1.16289364305828E-013,-4.03896783473158E-028,4.10863576661582E-013,5.93223400726201E-028,5.24216057030177E-013,0,-2.62507854738673E-013,0,1.50078081219107E-013,3.53409685539013E-028,-2.18259859684783E-013,1.76704842769507E-028,-1.30174997464471E-013,1.57772181044202E-029,-8.75416021939235E-014,0,-8.75416021939235E-014,0,-3.52046129850767E-014,-5.26959084687636E-028,2.43406902450918E-013,0,3.25617149211407E-013,0,-1.90653280682409E-013,0,5.39793826498977E-013,0,1.26138941204767E-013,0,-1.6547790587452E-013,0,-4.9768069233924E-013,0,-6.84340761260933E-014,-3.53409685539013E-028,4.62042784596707E-013,0
EX_fuc_L_e,-9.72286163974261E-014,0,-8.36302470779258E-014,0,2.32225635374134E-013,0,1.15073333765251E-014,0,1.15073333765251E-014,0,3.85720037192237E-013,0,-6.32544919959964E-014,0,1.39991882296605E-013,0,-1.95566902309298E-015,0,-3.48660887886125E-013,0,-3.48660887886125E-013,0,-2.63374460414161E-013,0,-6.52024104622779E-013,0,1.23530734618377E-013,0,3.22712195558504E-013,0,3.96849547190526E-013,0,3.10363170016728E-014,0,-1.04490554103431E-014,0,7.06884407656667E-013,0,1.10149184151034E-012,0,0,3.5346978761752E-013,3.04445699913436E-013,0,-8.73802876229958E-013,0,8.33109352472351E-014,0,-3.14068543162164E-013,0,-3.14068543162164E-013,0,2.98946243516926E-014,0,1.30746747245181E-012,0,4.30140025362524E-014,0,-3.50482715285099E-013,0,8.84367033495675E-013,0,-1.7838186904476E-012,0,0,2.39792140664246E-013,-9.76428305612224E-013,0,-1.26343540877722E-013,0,9.20630000029269E-013,0
IMPC,-6.47616397968134E-014,0,-3.33432761833776E-014,0,1.35626080165503E-013,0,-2.69927171156806E-014,0,-2.69927171156806E-014,0,2.27785528206182E-014,0,-2.37257974053584E-014,0,-2.28425100416478E-013,0,4.63083426335656E-013,0,1.59882365553921E-013,0,1.59882365553921E-013,0,-1.11795484333321E-013,0,-1.8288655111153E-013,0,1.70049710150313E-013,0,1.20693610296215E-013,0,1.82863436654013E-013,0,1.02777927127181E-013,0,-1.31582686470039E-013,0,3.99776091564875E-013,0,5.27574535889777E-013,0,-2.45691011681684E-013,0,1.36140228610937E-013,0,-2.03341237791382E-013,0,-1.30465563646697E-013,0,-7.97839188093551E-014,0,-7.97839188093551E-014,0,-6.74539897652237E-014,0,2.22604098527004E-013,0,3.28351073409545E-013,0,-1.68592108349022E-013,0,5.33687599863539E-013,0,1.34330104880927E-013,0,-1.81732664192223E-013,0,-4.59526997946058E-013,0,-9.24370111823153E-014,0,4.24406224061914E-013,0
EX_k_e,-7.39613120707875E-014,0,-4.08754455160705E-014,0,1.40358405807968E-013,0,-1.39753521519506E-014,0,-1.39753521519506E-014,0,2.80382343997797E-014,0,-3.13655195935606E-014,0,-2.32419301219915E-013,0,4.90067050004475E-013,0,-5.8931915483508E-013,0,-5.8931915483508E-013,0,-1.41022105456579E-013,0,-1.95223904472678E-013,0,1.68065186493795E-013,0,1.59801216338636E-013,0,1.97948592001108E-013,0,1.0194179041176E-013,0,-9.21420135202308E-014,0,4.3791225246075E-013,0,5.64565725081398E-013,0,-2.47731046489433E-013,0,1.32323836963788E-013,0,-2.17916384436539E-013,0,-1.31797831276247E-013,0,-6.9542111407188E-014,0,-6.9542111407188E-014,0,-3.91294248494746E-014,0,2.36703930939743E-013,0,3.26477572055491E-013,0,-1.62333226047698E-013,0,5.38641970110929E-013,0,1.0714024969587E-013,0,-1.42913923941621E-013,0,-4.81918046159616E-013,0,-7.73102224717979E-014,0,4.68620856017611E-013,0
3OAR161,-2.27460828036915E-015,6.34786509670033E-030,1.01039724666169E-013,2.3296048607308E-029,1.81823690462937E-014,2.75462426921158E-029,2.17560692589306E-014,-6.01082735643256E-031,2.17560692589306E-014,-6.01082735643256E-031,1.99324840827097E-013,-7.58576980922359E-029,-3.15734166213979E-014,0,-1.0445393457873E-013,0,2.13126724976819E-013,0,-1.24322937086831E-013,2.36658271566304E-030,-1.24322937086831E-013,2.36658271566304E-030,-2.96305652204091E-014,-7.32161527658252E-029,-2.47671566080969E-013,0,2.16084463939515E-013,0,-2.82065170451845E-014,-4.08479148589839E-029,1.42833648384106E-013,0,1.73317567854356E-013,0,-7.7695774976728E-014,0,6.00436306059101E-015,-1.51877631708162E-031,6.94603885270826E-014,-2.6131017485446E-029,-2.12034959317034E-013,0,1.4042277722791E-015,0,5.33791371875209E-014,1.57271439258662E-030,-1.43959235050042E-014,-2.7856650715617E-030,-2.01427278718052E-013,-2.54530901450217E-029,-2.01427278718052E-013,-2.54530901450217E-029,1.0991436750421E-013,-1.04147454341159E-028,4.20978738693754E-013,0,1.88815611412763E-013,0,5.68048453789385E-014,0,-2.41167222556206E-014,0,-1.84329275767065E-013,5.09247323528016E-029,-1.64674589476945E-013,0,-2.71211003809445E-014,0,-1.01244358838855E-013,0,4.3809944889289E-013,-2.5857535433343E-030
3OAR160,-6.76593065934954E-014,0,-4.26179752476878E-014,-4.73316543132607E-030,1.44446964726476E-013,0,3.34513298970429E-014,7.95219865943716E-018,3.34513298970429E-014,7.95219865943716E-018,2.72949467481321E-016,0,-3.20742788167468E-014,0,-2.32305902393076E-013,-5.42341872339446E-031,4.83140511875039E-013,8.70218204603005E-030,-6.94450726973122E-014,4.73316543132607E-030,-6.94450726973122E-014,4.73316543132607E-030,-1.55697683218498E-013,4.77419365807521E-029,-1.98179873275742E-013,0,1.74152830976608E-013,0,2.96935019707566E-013,-4.08354926108426E-029,2.1483381597106E-013,1.36078506150625E-029,4.24891099791912E-013,1.41994962939782E-029,-1.39810738279668E-013,0,4.32827300852443E-013,0,5.24066003449505E-013,0,-1.56983313494611E-013,4.01579504564071E-029,1.6989237630955E-013,0,-1.14670907466079E-013,0,-3.18020062133888E-013,-6.36635402416645E-030,3.45999865396697E-014,5.09308321933316E-029,3.45999865396697E-014,5.09308321933316E-029,-7.09263123327581E-014,0,9.94654549653626E-013,0,6.06764135066625E-013,-3.47098798297245E-029,-1.38792379558921E-013,1.4791141972894E-031,5.39143565404007E-013,0,1.30031660684859E-013,0,-1.94076278384747E-014,0,-4.4678886341774E-013,0,-1.46288729729888E-013,0,4.6201989015559E-013,-4.07796406424553E-030
IMPD,0.02602116,0.02602116,0.02838672,0.02838672,0.0473112,0.0473112,0.04967676,0.04967676,0.04967676,0.04967676,0.05204232,0.05204232,0.06150456,0.06150456,0.06150456,0.06150456,0.0709668,0.0709668,0.07333236,0.07333236,0.07333236,0.07333236,0.0827946,0.0827946,0.08516016,0.08516016,0.0946224,0.0946224,0.0946224,0.0946224,0.09698796,0.09698796,0.09935352,0.09935352,0.10408464,0.10408464,0.10881576,0.10881576,0.10881576,0.10881576,0.11118132,0.11118132,0.11118132,0.11118132,0.11591244,0.11591244,0.118278,0.118278,0.12064356,0.12064356,0.12064356,0.12064356,0.1301058,0.1301058,0.1301058,0.1301058,0.1301058,0.1301058,0.13720248,0.13720248,0.1419336,0.1419336,0.14903028,0.14903028,0.1537614,0.1537614,0.15612696,0.15612696,0.15849252,0.15849252,0.24365268,0.24365268
HOPNTAL,-3.16245630484249E-013,4.3911202732029E-030,7.92346176341017E-013,0,1.58109309186471E-013,1.80476583972595E-028,2.23148520350788E-014,-5.85357517647335E-030,2.23148520350788E-014,-5.85357517647335E-030,-4.42865760040699E-014,-1.87314450306392E-028,0,5.58850048807678E-013,0,5.82340210370691E-014,0,1.89230362023936E-014,0,0,0,0,0,3.78653234506086E-029,-8.79242474373542E-014,1.87314450306388E-028,0,-2.4299489347042E-013,5.18274762841395E-013,0,3.03435922722946E-013,1.4002281067673E-029,0,-8.66578842706051E-014,0,7.57287779651889E-014,4.68534062462835E-013,-2.92678828603738E-030,4.61822039687105E-013,-7.85902676826433E-029,-4.32946834482388E-013,-4.86973697554246E-028,0,0,-4.95887662752181E-013,2.92664314349084E-030,-1.29094711371222E-013,9.36772324949952E-029,-4.71596272445135E-013,-1.79354922372983E-028,-4.71596272445135E-013,-1.79354922372983E-028,1.03447630026652E-012,0,0,-4.25937317716468E-013,0,-4.52084060743701E-013,7.46568846325936E-013,2.71071269295101E-029,0,-2.01948391736579E-028,8.31200729059768E-014,1.8731445030641E-028,4.4188704310952E-013,0,1.85547205582243E-013,3.7431449952737E-028,-5.52506716636369E-015,9.38744477213004E-029,0,1.41363874215605E-027
